commentID,commentTitle,commentBody,approveDate,recommendationCount,display_name,location,commentQuestion,commentSequence,status,articleURL,editorsSelection,in_study
333450,NULL,"We can't be sure how much fuel was actually on that plane.  The 777-ER is capable of a range equivalent of an LA to Tokyo flight.  Supposedly the plane only had a fueling range of 2,500 miles, standard for it's destination.  Given all we don't know, and all the misinformation to date... I would consider the amount of fuel an unknown.<br/><br/>Which means the plane could be anywhere.<br/><br/>If it had fuel for only 2,500 miles and if it did turn West at a steady heading, last seen on radar 200 miles north of Penang, then that puts the plane somewhere to the West of Sri Lanka, in the Arabian Sea.<br/><br/>If it had more fuel than reported, it could have landed on the African continent (Somalia) or potentially turned again to the north and landed in the Middle East.<br/><br/>Another theory, if the radar data being released by the Malaysian military is the missing planes and the plot points are accurate, than it might suggest the plane was turning in an arc, counter-clockwise, at least for that time period. If that arc did not deviate, say if no one was at the controls, it would have again appeared on radar repeatedly as it circled Indonesia.  If that heading was irregular, or was corrected, the plane could be in the South Indian Ocean, regardless of it's fuel load.",2014-03-13 18:57:35,16,bk,,NULL,11336199,approved,http://www.nytimes.com/2014/03/14/world/asia/missing-malaysia-airlines-flight-370.html,1,1
173845,NULL,"Ironic that the mouthpiece for the Democratic Party should call Fox News ""a political operation that employs journalists."" It's just the pot calling the kettle black.",2014-02-14 15:27:58,7,older and wiser,,NULL,11165301,approved,http://www.nytimes.com/2014/02/14/opinion/bill-oreillys-gift-for-the-ages.html,0,1
7777,NULL,"My sister was raped with a knife held to her throat just days after she turned 12 in Indio, California in 1969. The rapist was a man in his forties and was never arrested even though he was identified as the rapist and bore the bite mark of my sister's teeth to his shoulder. She shot herself just a few days before her 21st birthday. In an act of violent intent she went from the darling of the family to spoiled goods of society.<br/><br/>Rape needs to be removed, as do all sex crimes, from the heading of Sex Crime. They need to be accurately identified as an crime of assault with the intent to cause both psychological and physical harm. They need to be treated as such.<br/><br/>There are more females in the world than there are males. It is long past time that we women band together and insist that every single one of gender has the same exact rights as males. As for religion, all current religions have been founded by men when women were denied all rights and had zero input to religious dogma. Therefore, no religious organization is valid in its dogma. When, and only when, women decide things shall change will there be change.",2014-01-16 05:52:12,171,Susannah,,NULL,10967626,approved,http://www.nytimes.com/2014/01/16/opinion/kristof-how-brave-girls-helped-crack-a-taboo.html,1,1
254323,NULL,"Actually Jerry, if he fails it will be a victory for conservatism.  Liberalism is an ideal that sounds good in theory but never has worked in practice.  The trouble is you eventually run out of people to foot the bill for those on the government dole.",2014-03-01 07:55:54,16,Matt Williams,,NULL,11252750,approved,http://www.nytimes.com/2014/03/01/nyregion/de-blasio-picks-more-liberal-activists-than-managers-for-city-posts.html,0,1
271540,NULL,"Mr. Brooks psychological fantasy is utterly unnecessary (and dangerously misleading).  One needn't imagine a psychological pathology to explain Russia's reaction to the situation in Ukraine.  Crimea is Russia's second most important naval base -- its only access to the Mediterranean.  From Putin's point of view, the US (which controls NATO) is an increasingly aggressive (and somewhat unpredictable) power, willing to invade whomever, sometimes on transparently false pretenses.  Kiev wants to join NATO which Russia rightly regards as a US dominated military formation.  Crimea is historically a part of Russia (it was ceded by the USSR to the Ukrainian Socialist Soviet Republic when such things were meaningless).   If we want to have a realistic, functional foreign policy that actually secures our real fundamental interests, we need to be cultivating Russia (and China, for that matter) as a partner, not rattling sabers when Russia acts to secure what it (reasonably) regards as an existential interest.  The fulminations emanating from Washington are worse than pointless.  They undermine our most important foreign policy interests. ",2014-03-04 15:30:27,5,Rick,,NULL,11273492,approved,http://www.nytimes.com/2014/03/04/opinion/brooks-putin-cant-stop.html,1,1
334200,NULL,"I had two black friends with middle class wages and good insurance. But both women had grown up poor and were responsible for family members. Therein might have been the problem. They both had breast lumps that they chose to put out of their minds because they felt they didn't have the time to be sick and who would take care of them anyway. When the disease became too serious to ignore, they discovered a whole group willing to help, but it was too late. And very, very sad.",2014-03-14 00:14:06,86,GiGi,,NULL,11337474,approved,http://www.nytimes.com/2014/03/14/opinion/why-black-women-die-of-cancer.html,0,1
51991,NULL,"The link associated with the Fairleigh Dickinson poll brings you right to the study and you can read the actual findings and questions. The not-the-only-study link brings you to a Salon article that discusses the other studies done in this area. Both are interesting to read but only from the stand point that Dems polled seem to be just as misinformed as the GOPers polled. <br/><br/>It is important on what this says about our news outlets when even Fact-based News on NPR/PBS is not getting through to viewers? Are all the stalwart reporters of yesterday rolling in their proverbial graves over the state of their beloved profession? It is a sad state of affairs that people are more informed about world, national, and even local events from two comedians (Jon Stewart and Stephen Colbert) than from ""national"" media sources like CBS, NBC, and ABC. But it is even sadder that people are not demanding news sources report facts rather than sound-bite opinions that they can answer yes, I agree or no, I don't agree (yes, I'm pointing at CNN). It's sad that the nation is transfixed on downward spiral 20 year old star's life is taking rather than caring about real life crises. <br/><br/>Glenn Beck is chasing fame and fortune in any way he can. This will not change. The masses want entertainment, not information. Information needs to be processed and digested and that is just too much work. ",2014-01-25 10:43:28,78,Sierra,,NULL,11020685,approved,http://www.nytimes.com/2014/01/25/opinion/the-penance-of-glenn-beck.html,1,1
277077,NULL,"Now, if they could only get women to consume as much popcorn and other junk food as teenage boys, we might start seeing female movies push out some of those teenage male movies. This write does not appreciate the power of the theater owners and how theaters make money. ",2014-03-05 13:28:43,1,Tom,,NULL,11280103,approved,http://www.nytimes.com/2014/03/05/opinion/dowd-frozen-in-a-niche.html,0,1
120375,NULL,"Read the report.  It does not say that any jobs will be lost.  It projects that many people will opt not to work or will reduce the number of hours they work because they no longer need to keep the job just for the insurance coverage.  This is a voluntary action on the part of workers and does not affect the need for work to be done, i.e., jobs.  As people leave jobs voluntarily, the vacancies will be filled by people currently unemployed who are looking for work, thereby reducing unemployment.  If the projection is true, that will be good news.",2014-02-05 11:31:18,3,W. R. Knight,,NULL,11101427,approved,http://www.nytimes.com/2014/02/05/us/politics/budget-office-revises-estimates-of-health-care-enrollment.html,1,1
277974,NULL,"Having completed a BA and multiple MAs, I can reasonably say that no standardize test reflected any type of testing I would take as an undergraduate or graduate student.  Standardized testing did help me get better at taking other types of standardized testing, including professional certifications.",2014-03-05 15:41:47,0,RAC,,NULL,11281117,approved,http://www.nytimes.com/2014/03/06/education/major-changes-in-sat-announced-by-college-board.html,0,1
210033,NULL,"What do you do when a state (in this case, Texas), outpaces yours (NY) in terms of population growth, economic growth, economic opportunity, quality of life, technological growth, affordability, and diversity (with Houston, for example, being the most ethnically diverse U.S. city)? Go on the offensive. Portray the residents as extremists. This smacks of resentment and jealousy.<br/><br/>Second thought: has the columnist, or anyone on the editorial staff, ever actually spent any time in Texas? Or, for that matter, have they lowered themselves to venturing to the South (ie anywhere south of Staten Island)?They would find it to be a very different place than that represented in the article. ",2014-02-22 09:45:38,28,Rob,,NULL,11208600,approved,http://www.nytimes.com/2014/02/22/opinion/collins-texas-strikes-again.html,1,1
296901,NULL,"Enough President Obama bashing, Maureen.   I had hoped you would be the next Molly Ivins......wit and wisdom interspersed with liberal ridicule.  Your columns have become a vtriolic and personal attack on President Obama and, in so doing, you have diminished the office of the POTUS. There is no patriotism or benefits driven from your invectives.    You have sincerely disappointed me and I suspect many others.   ",2014-03-09 04:04:15,100,wal,,NULL,11304476,approved,http://www.nytimes.com/2014/03/09/opinion/sunday/dowd-little-r-s-p-e-c-t.html,0,1
42573,NULL,"When Reagan established a US embassy in the Vatican, I thought it was a major sellout to the religious fundamentalists in the Republican Party, and a bad precedent involving the US Government in political relationships with religious establishments.<br/><br/>I still do.",2014-01-23 14:03:08,97,Sequel,,NULL,11008496,approved,http://www.nytimes.com/2014/01/23/opinion/collins-the-luck-of-the-pontiff.html,1,1
12435,NULL,Snowden could have tackled this head on in so many better ways than stealing secret documents and handing them to the likes of Greenwald et al as a series of time bombs to be strewn across the world in a piecemeal fashion for financial gain through increased advertising revenues for some media organisations.<br/>There is no cure all remedy for the issues under consideration. If President Obama does not place his proposals within an international framework he will have failed the US people and the world. This is not just about the USA although the USA can take the lead. The rule of law in cyberspace and electrospace affects every nation and most of the world's citizens. The nearest parallel in history is international maritime law and that took many centuries to reach broad international agreement.<br/>Whatever Obama does later today will be but a small and controversial first step. Let's hope it is a wise one. ,2014-01-17 08:09:01,2,BurlingtonFiles,,NULL,10973749,approved,http://www.nytimes.com/2014/01/18/us/politics/obama-to-balance-privacy-and-security-concerns-in-speech-on-surveillance-aides-say.html,0,1
282159,NULL,"1 The FBI investigated the IRS ""Scandal"" and found nothing criminal. Issa is on a witch hunt , which he admitted he was going to do ""Hundreds of hearings""<br/>He is wasting time, taxpayer money, just being a party hack.<br/>The only people left who believe that the IRS questioning the tax exempt status of 501 (c) 4 groups was a WH conspiracy, are those who remotes are lost, and the TV is stuck on Fox News<br/><br/>2.When Putin invaded Georgia in '08, Bush/Cheney ""threatened"" retaliation, did nothing, and Putin got away with it. Perhaps that's what gave Putin the idea to march into Crimea. <br/><br/>3. Syria would have been ""Iraq II "" and the President (unlike his predecessor) was able to find a non military solution, saving the lives of troops he would have had to commit to another potential long drawn out hot spot.<br/>A real leader is one who can pivot when need be, not one who makes a disastrous decision, and then sticks to it blindly as the body count rolls on<br/><br/>Oh dear, my foot.<br/>If the American people are blind enough to give the ""Grand Obstruction Party"" (22% approval rating) control of the senate for all the damage they've inflicted on the country the last 6 (let's make that 18) years, then we only have ourselves to blame",2014-03-06 10:44:26,107,M F C,,NULL,11285249,approved,http://www.nytimes.com/2014/03/06/opinion/blow-republicans-place-the-wrong-bet.html,1,1
70897,NULL,yeh. I saw how few people were willing to vote for him last election.,2014-01-29 00:07:12,8,gratis,,NULL,11043413,approved,http://www.nytimes.com/2014/01/29/us/politics/obama-state-of-the-union.html,0,1
273334,NULL,"I had the privilege of training under Sherwin Nuland as a surgical resident at Yale and will always appreciate his insights that went so far beyond the technical aspects of surgery.  His books enlightened millions with the unique perspective of a surgeon, historian, ethicist, and patient. An elderly, dying patient of his once made a drawing of a fellow resident and me pulling her up to walk. It hangs in my office and is a constant reminder of Dr Nuland.",2014-03-05 01:18:02,42,Gerry Gollin,,NULL,11276259,approved,http://www.nytimes.com/2014/03/05/us/sherwin-b-nuland-author-who-challenged-concept-of-dignified-death-dies-at-83.html,1,1
492338,NULL,"It ain't ""we,"" babe, but there sure are some self-indlugent, self-centered fools out there, ""careless people,"" as Fitzgerald wrote of the Buchanans, who leave other people to clean up their messes. It's the aquatic version of the crash of 2008.",2014-04-08 11:09:47,9,KM,,NULL,11523291,approved,http://www.nytimes.com/2014/04/08/us/2-tots-a-sailboat-and-a-storm-over-parenting.html,0,1
405025,NULL,"My two grandmothers lived to 101 and 96 eating butter, and baking with butter, pretty much every day. Their opinion of margarine was ""Phew and feh!"" Of course they ate a lot of fruits and vegetables and didn't overdo the meat, but their mantra was ""if it's real, it's better."" Butter is real. Butter is better. ",2014-03-26 10:56:20,123,Ann C.,,NULL,11422568,approved,http://www.nytimes.com/2014/03/26/opinion/bittman-butter-is-back.html,1,1
99950,NULL,I wonder if there exists an uninsured Republican conservative who has a preexisting condition. ,2014-02-02 15:38:25,27,halanjo,,NULL,11078959,approved,http://www.nytimes.com/2014/02/02/opinion/sunday/what-gop-style-reform-looks-like.html,0,1
309668,NULL,"The  Crimea is majority Russian today, but was majority Tatar for many centuries until Stalin deported them en masse and populated the region with Russians.",2014-03-10 06:18:44,1,Marc S. Lawrence,,NULL,11308464,approved,http://www.nytimes.com/2014/03/10/world/europe/developments-in-Ukraine.html,1,1
93447,NULL,"""Marijuana, even if consumed by children in high doses, poses few of the grave dangers of overdosing on alcohol or drinking household chemicals.""<br/>A quote from the article confirming something is wrong with our childrearing; chemical abuse is a result.<br/>Modern society: a good or bad environment for children?<br/>We have to decide how children are raised. Today's default is making children secondary to almost everything.<br/>If a parent is to stay home during the school year - certainly a way to cut down on all this crazy use of chemicals - the question becomes how to we make a homemaker an enjoyable vocation? What happens during and after the child rearing stage of life?<br/>Now we seem to abandon the homemaker during and after: what can our American society do to raise children and provide sanity to the homemaker?",2014-02-01 15:28:27,0,Richardthe Engineer,,NULL,11071045,approved,http://www.nytimes.com/2014/02/01/us/snacks-laced-with-marijuana-raise-concerns.html,0,1
334495,NULL,"I'm thoroughly disappointed.<br/><br/>There's zero discussion of the tens (more likely, hundreds) of billions of dollars Ukraine's leaders have funneled into personal bank accounts or firms. The new government (led by men who worked for an infamously murderous and kleptocratic former President named Kuchma) has even admitted that around $70 billion dollars of state assets vanished during Yanukovich's tenure. As a Ukrainian emigre, I can assure readers that this is not a singular event, but the constant the state of affairs in Ukraine since independence, irrespective of which political clique is in power. <br/><br/>Using a mafia with international reach, corrupt police forces, and the secret police, the political class of Ukraine (including most of the previous and CURRENT governments) has ""privatized"" state assets, stolen money, and extorted or ruined both domestic as well as foreign business competitors. <br/><br/>Freezing and starving Ukrainians (who once enjoyed first-world living standards and economic security undreamed of in the West) is not the solution. The solution is forcing the government to immediately have parliamentary elections and to run vetted technocrats instead of kleptocrats as candidates. The West should then guide that government on how to claw-back the ill-gotten gains of corrupt politicians and oligarchs, then on how to invest that money in rebuilding the country. As an added bonus, Ukraine will finally be in a position to pay off all those loans it owes us!",2014-03-14 06:32:07,11,Al,,NULL,11337481,approved,http://www.nytimes.com/2014/03/14/opinion/fixing-ukraines-economy.html,1,1
465237,NULL,"Except in the world of the rich today, no amount of money is enough money and losing any of it is anathema to the likes of Mr. Snyder.  An even simpler solution is for most of the fans of the team to realize they really can get along without football or can change their allegiance to the Ravens without traumatic results (or if there are, they might consider getting a life) resulting in attendance of 12,000 or so at home games.  If it sounds like I am against pro sports, I am not.  I try to listen to as many Yankee, Met and Mariner games over here in Tokyo via the MLB website as I can.  But all winter, when there are no Yankee, Met and Mariner games, life does indeed go on without trauma.  Washington fans might consider sending a message to Mr. Snyder that he needs them more than they need him.  What chance of that in a country in which people remain docile as long as they remain entertained?  Precious little, I admit.",2014-04-03 14:41:21,0,Gnirol,,NULL,11491918,approved,http://www.nytimes.com/2014/04/03/opinion/the-price-of-a-slur.html,0,1
171282,NULL,I had a pretty intense experience with a great chocolate soufflé once.  It was so good that it felt wrong to be having the experience in public and I couldn't take a bite without closing my eyes and feeling my knees go weak.,2014-02-14 10:44:02,19,DR,,NULL,11163608,approved,http://www.nytimes.com/2014/02/14/opinion/sex-and-candy.html,1,1
22549,NULL,Obviously the whole financial sector is depleted of people who are satisfied to have a net worth of a few million dollars. Such people don't stay in the industry as other than investors for themselves after they get their own stakes. Those who remain drive the work all the time or not at all economy we have now.,2014-01-19 12:36:33,3,Steve Bolger,,NULL,10985314,approved,http://www.nytimes.com/2014/01/19/opinion/sunday/for-the-love-of-money.html,0,1
251587,NULL,"Dear Prof. Hampikian: You may shoot a student when he clearly is about to shoot, or has already shot, other students and/or University staff. And I don't think anyone who was at Virginia Tech that day sees any humor in your letter. ",2014-02-28 13:25:14,2,David B,,NULL,11248505,approved,http://www.nytimes.com/2014/02/28/opinion/when-may-i-shoot-a-student.html,1,1
57124,NULL," George W. Bush fails all three levels of the success formula.   Superiority?  He had no real drive for this,  just the silver spoon in his mouth.  He only wanted to prove himself to Poppy.   Insecurity?   Hardly.  He could always rely on Poppy,   who got him out of military service and bailed him out of drunken trouble many times.   Impulse control?   W ?  LOL<br/>  If the authors do have significant points to make,  voters will have to choose better than a phony leader who sacrificed the economy,  military lives,  and decency for his own greedy,  selfish,  psychotic interests.   That goes double for Cheney.  ",2014-01-26 14:00:16,8,Lou Grant,,NULL,11027976,approved,http://www.nytimes.com/2014/01/26/opinion/sunday/what-drives-success.html,0,1
238243,NULL,"Parades are fun.  And I like bagpipes (which puts me at odds with a lot of people, it turns out).  But it is exactly these sort of discriminatory practices, coupled with the incredible non-prosecution of the significant number of child rapists and their accomplices posing as priests, monsignors, bishops and cardinals, that are already sounding the death knell of the Catholic Church, which I believe will cease to be a meaningful part of society within the next fifty years.  So if this parade is to continue, it had best start looking for a new ""arbiter"", and soon.",2014-02-26 11:59:01,42,A Centrist,,NULL,11232854,approved,http://www.nytimes.com/2014/02/26/opinion/dowd-parade-marches-backward.html,1,1
194167,NULL,"The jobs lost are poor quality jobs and the half a million lost compared to the 47 million who would be helped, the figures more than screams that this is a good idea.<br/><br/>Second, consider the cost of poverty to business.  What about the security and safety measures they must pay for just to police desperate people doing only what they feel the must (and are not businesses claiming the same thing but at a level where the actual dirt of it is not so evident?)  What about the pool of workers they claim is too small because no one is properly trained.  This too is the direct result of their poverty making wages.  These are but two of endless examples.<br/><br/>Calculate the total cost of poverty on the cost of doing business.   It would actually be cheaper to just pay the lousy couple of dollars more per hour and save the much larger cost poverty on not just their business but on the nation as a whole.<br/><br/>You don't like the idea? take a look at what's going on in Kiev where government has been turned basically into the financial elite exacting what they can get away with on the citizen base.  What do you think that costs?",2014-02-19 10:16:05,2,My old Account,,NULL,11188913,approved,http://www.nytimes.com/2014/02/19/business/mixed-results-in-us-study-of-increasing-minimum-wage.html,0,1
158022,NULL,"It's very simple.  Two and two makes four.  Black and Hispanic Americans are jailed for drug crimes at a much higher rate than white Americans, although drug use amongst those populations is about the same.  People convicted of those crimes loose their right to vote, i.e. our legal system has become an effective means of disenfranchising people who might help to establish a very different social and political order than we have now.  That's their real crime.",2014-02-12 04:54:45,90,Don Carder,,NULL,11146973,approved,http://www.nytimes.com/2014/02/12/opinion/6-million-americans-without-a-voice.html,1,1
346445,NULL,"This reads like ""A Clockwork Orange.""",2014-03-16 12:46:05,0,Brock,,NULL,11353196,approved,http://www.nytimes.com/2014/03/16/opinion/sunday/douthat-the-age-of-individualism.html,0,1
66681,NULL,"I once saw a bumper sticker that declared ""Armed people are citizens. Unarmed people are subjects."" This encapsulates the philosophy of the NRA, which, I believe, passionately wants this to come true. They can't wait for that profitable day when all Americans are required to become true ""citizens"" in their sense of the word.",2014-01-28 10:50:05,39,LAllen,,NULL,11038000,approved,http://www.nytimes.com/2014/01/28/opinion/nocera-from-your-friends-at-the-nra.html,1,1
463510,NULL,"ACW, Stop blaming Ralph Nader for the poor choices the two parties give us to vote for.  I will continue to vote Third Party.  The Democrats sold out long ago.",2014-04-03 11:58:41,0,Zejee,,NULL,11490221,approved,http://www.nytimes.com/2014/04/03/opinion/surprise-the-rich-won-one.html,0,1
11861,NULL,This particular drug combination is meant for conscious sedation. It is a bad choice for euthanasia so it's a mystery why anyone would think it would make for a pleasant-looking execution. Clearly incompetents have been put in charge of the killing process. I also really don't like the ugly attitude that this killing brings out in my fellow Americans.,2014-01-17 00:50:10,9,B. Mull,,NULL,10972586,approved,http://www.nytimes.com/2014/01/17/us/ohio-execution-using-untested-drug-cocktail-renews-the-debate-over-lethal-injections.html,1,1
49485,NULL,Where are the Waltons? ,2014-01-24 17:20:12,3,Kekule,,NULL,11016534,approved,http://www.nytimes.com/2014/01/24/opinion/egan-billionaires-and-boasts.html,0,1
20912,NULL,"This is apparently how conservatives in Texas strike a blow for a smaller, less obtrusive government: Less intrusion into business matters, no doubt, and more intrusion into personal matters, in this case in an all-too-quiet hospital room. Monumentally sad. ",2014-01-19 06:27:14,336,LeoK,,NULL,10982630,approved,http://www.nytimes.com/2014/01/19/opinion/sunday/bruni-the-cruelest-pregnancy.html,1,1
369653,NULL,"And just who should make this decision about bail and release, if not a judge?:  some clerk of the court?  A police officer?  Maybe Mayor deBlasio, who seems to have recent experience in these matters? None of whom have immunity from prosecution if their decisions prove later to be ill advised?  <br/><br/>Can we just imagine what would happen if that clerk or cop released a defendant on bail, and he went right out and committed another, more heinous, crime, and never showed up for his original court date?<br/><br/>What would happen is that practically NO ONE would be released on bail, if left to someone who doesn't have immunity from his or her mistakes, as the Judges and District Attorneys enjoy.   Whatever improvements the system thought they would have would be irrelevant once bail decisions were left to mere civil servants.",2014-03-20 11:40:20,2,ex-Bronxite,,NULL,11380319,approved,http://www.nytimes.com/2014/03/20/nyregion/new-york-courts-meet-elusive-goal-from-arrest-to-arraignment-in-under-24-hours.html,0,1
245201,NULL,"Our commitment to religious freedom and to individual liberty defines us and inspires the world.  Let's not trade one for the other.<br/><br/>We have already agreed that we should outlaw discrimination in employment, housing and public services, and by businesses which claim to be open to the public, on the basis of race, ethnicity, national origin, age, gender, and now increasingly sexual identity.  The proposed Arizona law was too broad and a step back toward a time when there were signs in shop windows like Whites Only or No Irish.  <br/><br/>We should also protect the right of people to worship as they please when they come together for that purpose.  No church, mosque or temple should be forced to accept the membership of or to marry anyone who does not believe as they do.  Similarly, this 70 year old gay retiree who is now ordained and performs gay marriages does not want to be forced to marry anyone. <br/><br/>Let's find a way to celebrate the growing acceptance of the civil rights of all people while we honor our historic protection of the rights of everyone to worship as and if they please.  Let's be guided by what brings us together instead of what pushes us apart as we move forward.",2014-02-27 11:54:35,33,DJ,,NULL,11241526,approved,http://www.nytimes.com/2014/02/27/opinion/collins-the-state-of-arizona.html,1,1
385463,NULL,By this logic a Hindu vegetarian should not be compelled to support government food programs that include meat.  ,2014-03-23 11:23:30,3,Karl,,NULL,11400283,approved,http://www.nytimes.com/2014/03/23/opinion/sunday/crying-wolf-on-religious-liberty.html,0,1
318588,NULL,"Given the history of the C.I.A. and of the actions of Bush's Administration in response to the 9/11 attacks, this spying on the Congress makes sense. <br/><br/>The C.I.A. was supposed to be the point at which all the intelligence and coordination of intelligence gathering and covert operations of the U.S. government came together but the Defense Department successfully prevented that back in the 1940's. The result has been the C.I.A. mostly serving the Presidents since 1947, with covert activities and intelligence gathering at the behest of the White House, with little Congressional oversight until the mid-1970's. The C.I.A. as undertaken myriad tasks in response to one President's concerns after an other to the point of weirdness and to the failure to really understand much about the world otherwise leading to decades of one surprise in foreign affairs after another. <br/><br/>In this circumstance, the C.I.A. undertook interrogations methods with no proven track record and sacrificed the tried and true in hopes of quick results in response to the panic driven Bush Administration. Now they feel that they are becoming scapegoats, which they very well might be.  Naturally, they want to know what kind of repercussions to expect.",2014-03-11 12:57:05,19,Casual Observer,,NULL,11318503,approved,http://www.nytimes.com/2014/03/12/us/cia-accused-of-illegally-searching-computers-used-by-senate-committee.html,1,1
